0.562295	0.758378	-0.110595	0.541495	0.0390868	0.292435	0.687805	0.404508	-0.271078	-1.07524	-0.616108	-0.340595	-1.49649	-1.27833	-0.68715	-1.21397	0.822074	0.65304	1.13817	-0.327635	0.714483	0.560935	0.954992	0.865147	-0.678346	-0.145068	-0.366637	-0.387593	
0.368097	0.544678	-0.336662	0.380624	-0.171274	0.473386	0.739511	0.791274	-0.0362096	-0.753243	-0.759492	-0.226291	-1.58566	-1.14323	-0.551015	-0.781822	0.238496	0.56096	1.34554	-0.113851	0.243086	0.444786	0.823139	1.01048	-0.837006	-0.10603	-0.541384	-0.020871	
0.242154	0.395892	-0.493158	0.196406	-0.32476	0.609717	0.706818	1.02654	0.221669	-0.369507	-0.863103	-0.158506	-1.5842	-0.965944	-0.379162	-0.367324	-0.301827	0.45928	1.35771	0.132188	-0.173176	0.330338	0.620619	1.03231	-0.926489	-0.0658071	-0.650098	0.291445	
0.202255	0.299999	-0.569231	0.0163353	-0.402694	0.657359	0.631348	1.06002	0.464259	-0.0167045	-0.915333	-0.186553	-1.51884	-0.80749	-0.202281	-0.0345999	-0.635536	0.387906	1.19191	0.355751	-0.404247	0.251729	0.422216	0.949485	-0.960223	-0.0543802	-0.655775	0.473345	
0.233196	0.244652	-0.578365	-0.130277	-0.406439	0.595825	0.548991	0.902944	0.637133	0.234907	-0.909466	-0.305043	-1.41457	-0.680559	-0.0494074	0.204553	-0.683936	0.359944	0.903775	0.503071	-0.398531	0.217674	0.281737	0.792201	-0.955903	-0.0847756	-0.557428	0.494128	
0.276569	0.190997	-0.563757	-0.229381	-0.361267	0.42601	0.484548	0.61068	0.701777	0.358558	-0.852879	-0.485382	-1.29139	-0.557105	0.0597454	0.394546	-0.447242	0.362282	0.566406	0.55576	-0.167682	0.211062	0.228217	0.602829	-0.935835	-0.146747	-0.371495	0.380208	
0.271325	0.117361	-0.565249	-0.283447	-0.294463	0.181633	0.444062	0.274954	0.644035	0.376109	-0.765093	-0.67391	-1.14492	-0.384637	0.134746	0.592352	-0.0428069	0.360077	0.25221	0.522515	0.189341	0.19184	0.245249	0.415533	-0.907637	-0.21919	-0.132499	0.200546	
0.175688	0.00958797	-0.606177	-0.316444	-0.229342	-0.0885957	0.418436	-0.0112803	0.500724	0.34081	-0.667483	-0.831656	-0.952667	-0.117661	0.208816	0.833534	0.355863	0.313154	0.0146108	0.444664	0.531025	0.119076	0.288925	0.251343	-0.862414	-0.274116	0.117494	0.0341251	
-0.0105412	-0.13759	-0.677429	-0.357088	-0.176111	-0.330687	0.385906	-0.182463	0.327852	0.323478	-0.577445	-0.932715	-0.687475	0.233648	0.318288	1.10826	0.58378	0.198087	-0.125777	0.37494	0.732113	-0.0301848	0.306538	0.119636	-0.780949	-0.293049	0.343102	-0.056087	
-0.23495	-0.29944	-0.730459	-0.424339	-0.124727	-0.497739	0.322239	-0.211675	0.191286	0.386615	-0.499401	-0.959381	-0.333256	0.603725	0.488042	1.34676	0.521992	0.0212816	-0.174479	0.349772	0.695857	-0.244956	0.250041	0.0105485	-0.63524	-0.273854	0.507263	-0.0514832	
-0.416475	-0.438014	-0.707467	-0.504778	-0.0652736	-0.567898	0.204627	-0.135465	0.125429	0.528177	-0.426247	-0.913646	0.0870027	0.903349	0.695972	1.45292	0.194075	-0.176648	-0.17193	0.371673	0.442149	-0.47104	0.107333	-0.0830296	-0.41865	-0.223124	0.587252	0.0197691	
-0.468952	-0.50259	-0.556332	-0.556615	0.0145255	-0.539988	0.0191843	-0.0200723	0.124988	0.697538	-0.341939	-0.784051	0.516072	1.05435	0.883255	1.33783	-0.281232	-0.335139	-0.168886	0.399432	0.0547081	-0.632481	-0.106058	-0.171142	-0.141458	-0.158754	0.565419	0.0984391	
